stepcount,actiontime,target_temp,current_temp,Pval,Ival,Dval,outcome
2254,11-45-29,60,60.437,-0.4369999999999976,0,0.0,0
2255,11-45-32,60,60.5,-0.5,0,0.06300000000000239,0
2256,11-45-34,60,60.5,-0.5,0,0.0,0
2257,11-45-37,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2258,11-45-40,60,60.375,-0.375,0,-0.06199999999999761,1
2259,11-45-43,60,60.437,-0.4369999999999976,0,0.06199999999999761,0
2260,11-45-46,60,60.437,-0.4369999999999976,0,0.0,0
2261,11-45-49,60,60.5,-0.5,0,0.06300000000000239,0
2262,11-45-51,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2263,11-45-54,60,60.5,-0.5,0,0.06300000000000239,0
2264,11-45-57,60,60.625,-0.625,0,0.125,0
2265,11-46-00,60,60.625,-0.625,0,0.0,0
2266,11-46-03,60,60.625,-0.625,0,0.0,0
2267,11-46-06,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2268,11-46-09,60,60.625,-0.625,0,0.06300000000000239,0
2269,11-46-12,60,60.687,-0.6869999999999976,0,0.06199999999999761,0
2270,11-46-15,60,60.625,-0.625,0,-0.06199999999999761,0.8
2271,11-46-18,60,60.687,-0.6869999999999976,0,0.06199999999999761,0
2272,11-46-21,60,60.75,-0.75,0,0.06300000000000239,0
2273,11-46-23,60,60.812,-0.8119999999999976,0,0.06199999999999761,0
2274,11-46-26,60,60.812,-0.8119999999999976,0,0.0,0
2275,11-46-29,60,60.812,-0.8119999999999976,0,0.0,0
2276,11-46-32,60,60.75,-0.75,0,-0.06199999999999761,0.65
2277,11-46-35,60,60.687,-0.6869999999999976,0,-0.06300000000000239,0.75
2278,11-46-38,60,60.75,-0.75,0,0.06300000000000239,0
2279,11-46-41,60,60.812,-0.8119999999999976,0,0.06199999999999761,0
2280,11-46-44,60,60.75,-0.75,0,-0.06199999999999761,0.65
2281,11-46-47,60,60.625,-0.625,0,-0.125,1
